entity,code,year,literacy_rate,mf_youth_and_adults__15_64_years__average_years_of_education,population_historical,owid_region
Middle-income countries,,2000,78.97723,,,
Middle-income countries,,2001,79.38092,,,
Middle-income countries,,2002,79.81483,,,
Middle-income countries,,2003,80.44843,,,
Middle-income countries,,2004,80.87951,,,
Middle-income countries,,2005,80.87994,,,
Middle-income countries,,2006,80.98057,,,
Middle-income countries,,2007,81.68252,,,
Middle-income countries,,2008,82.1301,,,
Middle-income countries,,2009,82.41629,,,
Middle-income countries,,2010,83.27524,,,
Middle-income countries,,2011,83.41603,,,
Middle-income countries,,2012,83.67213,,,
Middle-income countries,,2013,84.04509,,,
Middle-income countries,,2014,84.49078,,,
Middle-income countries,,2015,84.97399,,,
Middle-income countries,,2016,85.37055,,,
Middle-income countries,,2017,85.5536,,,
Middle-income countries,,2018,85.94582,,,
Middle-income countries,,2019,86.11558,,,
Middle-income countries,,2020,86.40705,,,
Middle-income countries,,2021,86.65189,,,
Middle-income countries,,2022,86.95844,,,
Middle-income countries,,2023,87.22839,,,
Moldova,MDA,1989,96,,4439386,Europe
Moldova,MDA,2000,97,,4234969,Europe
Moldova,MDA,2014,99,,3342715,Europe
Moldova,MDA,2015,,10.8,3287168,Europe
Moldova,MDA,2020,,10.84,3069135,Europe
Monaco,MCO,1950,96.5,,19689,Europe
Mongolia,MNG,1950,57.5,,781691,Asia
Mongolia,MNG,2000,98,,2455182,Asia
Mongolia,MNG,2010,98,,2701739,Asia
Mongolia,MNG,2015,,9.77,2976528,Asia
Mongolia,MNG,2018,96.89635,,3167714,Asia
Mongolia,MNG,2020,99,10,3290786,Asia
Mongolia,MNG,2022,98.72622,,3386015,Asia
Montenegro,MNE,1981,90,,589916,Europe
Montenegro,MNE,1991,93,,623564,Europe
Montenegro,MNE,2003,98,,633563,Europe
Montenegro,MNE,2011,98,,632689,Europe
Montenegro,MNE,2018,98.5344,,615798,Europe
Morocco,MAR,1870,,0.01,3473255,Africa
Morocco,MAR,1875,,0.01,3650097,Africa
Morocco,MAR,1880,,0.01,3835941,Africa
Morocco,MAR,1885,,0.01,4031247,Africa
Morocco,MAR,1890,,0.01,4235595,Africa
Morocco,MAR,1895,,0.01,4444420,Africa
Morocco,MAR,1900,,0.01,4681030,Africa
Morocco,MAR,1905,,0.01,5052737,Africa
Morocco,MAR,1910,,0.01,5437479,Africa
Morocco,MAR,1915,,0.04,5609795,Africa
Morocco,MAR,1920,,0.07,5772593,Africa
Morocco,MAR,1925,,0.1,6078012,Africa
Morocco,MAR,1930,,0.16,6447923,Africa
Morocco,MAR,1935,,0.19,7011899,Africa
Morocco,MAR,1940,,0.22,7641938,Africa
Morocco,MAR,1945,,0.26,8246076,Africa
Morocco,MAR,1950,12.5,0.3,8935456,Africa
Morocco,MAR,1955,,0.39,10158130,Africa
Morocco,MAR,1960,,0.51,11624932,Africa
Morocco,MAR,1965,,0.75,13239173,Africa
Morocco,MAR,1970,,1.05,15129453,Africa
Morocco,MAR,1975,,1.43,17150790,Africa
Morocco,MAR,1980,,1.88,19459942,Africa
Morocco,MAR,1982,30,,20520324,Africa
Morocco,MAR,1985,,2.45,22113953,Africa
Morocco,MAR,1990,,3.05,24375558,Africa
Morocco,MAR,1994,42,,26000824,Africa
Morocco,MAR,1995,,3.64,26399431,Africa
Morocco,MAR,2000,,4.09,28423439,Africa
Morocco,MAR,2004,52,,29953021,Africa
Morocco,MAR,2005,,4.63,30358145,Africa
Morocco,MAR,2008,55,,31606769,Africa
Morocco,MAR,2009,56,,32030779,Africa
Morocco,MAR,2010,,5.27,32467009,Africa
Morocco,MAR,2011,67,,32912585,Africa
Morocco,MAR,2012,69,,33355246,Africa
Morocco,MAR,2014,76,,34204784,Africa
Morocco,MAR,2015,,6.15,34607590,Africa
Morocco,MAR,2020,,6.83,36584208,Africa
Mozambique,MOZ,1870,,0.01,4612417,Africa
Mozambique,MOZ,1875,,0.01,4546983,Africa
Mozambique,MOZ,1880,,0.01,4487730,Africa
Mozambique,MOZ,1885,,0.01,4479963,Africa
Mozambique,MOZ,1890,,0.01,4466734,Africa
Mozambique,MOZ,1895,,0.01,4369532,Africa
Mozambique,MOZ,1900,,0.01,4251279,Africa
Mozambique,MOZ,1905,,0.02,4073378,Africa
Mozambique,MOZ,1910,,0.02,3902611,Africa
Mozambique,MOZ,1915,,0.03,3796542,Africa
Mozambique,MOZ,1920,,0.03,3756127,Africa
Mozambique,MOZ,1925,,0.07,4001465,Africa
Mozambique,MOZ,1930,,0.12,4308103,Africa
Mozambique,MOZ,1935,,0.15,4620901,Africa
Mozambique,MOZ,1940,,0.39,4965561,Africa
Mozambique,MOZ,1945,,0.44,5416386,Africa
Mozambique,MOZ,1950,3,0.52,5910234,Africa
Mozambique,MOZ,1955,,0.7,6274475,Africa
Mozambique,MOZ,1960,,0.88,6713698,Africa
Mozambique,MOZ,1965,,1.06,7406419,Africa
Mozambique,MOZ,1970,,1.06,8250504,Africa
Mozambique,MOZ,1975,,1,9540822,Africa
Mozambique,MOZ,1980,27,1.19,11336220,Africa
Mozambique,MOZ,1985,,1.25,12548951,Africa
Mozambique,MOZ,1990,,1.06,13094535,Africa
Mozambique,MOZ,1995,,0.98,15960530,Africa
Mozambique,MOZ,1997,39,,16949988,Africa
Mozambique,MOZ,2000,,1.13,18129652,Africa
Mozambique,MOZ,2003,48,,19392477,Africa
Mozambique,MOZ,2005,,1.34,20304577,Africa
Mozambique,MOZ,2009,51,,22391751,Africa
Mozambique,MOZ,2010,,2.03,22999234,Africa
Mozambique,MOZ,2015,56,3.31,26547576,Africa
Mozambique,MOZ,2017,61,,28166397,Africa
Mozambique,MOZ,2020,60,4.22,30783685,Africa
Myanmar,MMR,1870,,0.05,4089958,Asia
Myanmar,MMR,1875,,0.07,3849453,Asia
Myanmar,MMR,1880,,0.1,3772362,Asia
Myanmar,MMR,1885,,0.16,5065282,Asia
Myanmar,MMR,1890,,0.23,6940165,Asia
Myanmar,MMR,1895,,0.29,8207634,Asia
Myanmar,MMR,1900,,0.36,9411380,Asia
Myanmar,MMR,1901,28.4,,9603751,Asia
Myanmar,MMR,1905,,0.45,10208880,Asia
Myanmar,MMR,1910,,0.53,10934246,Asia
Myanmar,MMR,1911,29.4,,11048878,Asia
Myanmar,MMR,1915,,0.83,11412080,Asia
Myanmar,MMR,1920,,0.92,11923214,Asia
Myanmar,MMR,1921,35.7,,12041462,Asia
Myanmar,MMR,1925,,0.98,12544694,Asia
Myanmar,MMR,1930,,1.09,13231889,Asia
Myanmar,MMR,1931,40.2,,13393893,Asia
Myanmar,MMR,1935,,1.16,14122063,Asia
Myanmar,MMR,1940,,1.23,15124546,Asia
Myanmar,MMR,1945,,1.2,16364542,Asia
Myanmar,MMR,1950,57.5,1.17,17737123,Asia
Myanmar,MMR,1955,,1.25,19550488,Asia
Myanmar,MMR,1960,,1.27,21730255,Asia
Myanmar,MMR,1965,,1.44,24279437,Asia
Myanmar,MMR,1970,,1.52,27193015,Asia
Myanmar,MMR,1975,,1.69,30176563,Asia
Myanmar,MMR,1980,,2.34,33227204,Asia
Myanmar,MMR,1983,79,,35162714,Asia
Myanmar,MMR,1985,,2.87,36622832,Asia
Myanmar,MMR,1990,,2.99,39817253,Asia
Myanmar,MMR,1995,,3.4,42605343,Asia
Myanmar,MMR,2000,90,3.89,45290850,Asia
Myanmar,MMR,2005,,4.45,47438362,Asia
Myanmar,MMR,2010,,5.11,49024376,Asia
Myanmar,MMR,2014,90,,50681635,Asia
Myanmar,MMR,2015,,5.9,51089060,Asia
Myanmar,MMR,2019,89,,52640718,Asia
Myanmar,MMR,2020,,6.48,53016525,Asia
Namibia,NAM,1991,76,,1415689,Africa
Namibia,NAM,2001,85,,1857059,Africa
Namibia,NAM,2011,88,,2146331,Africa
Namibia,NAM,2015,,6.64,2374305,Africa
Namibia,NAM,2020,,6.88,2728760,Africa
Nauru,NRU,1950,72.5,,3424,Oceania
Nauru,NRU,2023,96.58654,,11900,Oceania
Nepal,NPL,1870,,0.01,4636798,Asia
Nepal,NPL,1875,,0.01,4734287,Asia
Nepal,NPL,1880,,0.01,4837147,Asia
Nepal,NPL,1885,,0.01,4942181,Asia
Nepal,NPL,1890,,0.01,5039496,Asia
Nepal,NPL,1895,,0.01,5075388,Asia
Nepal,NPL,1900,,0.01,5116267,Asia
Nepal,NPL,1905,,0.01,5252063,Asia
Nepal,NPL,1910,,0.01,5384368,Asia
Nepal,NPL,1915,,0.01,5377823,Asia
Nepal,NPL,1920,,0.07,5360778,Asia
Nepal,NPL,1925,,0.08,5351485,Asia
Nepal,NPL,1930,,0.08,5343320,Asia
Nepal,NPL,1935,,0.09,5342207,Asia
Nepal,NPL,1940,,0.09,5500086,Asia
Nepal,NPL,1945,,0.11,6783863,Asia
Nepal,NPL,1950,3,0.11,8396610,Asia
Nepal,NPL,1955,,0.12,9257985,Asia
Nepal,NPL,1960,,0.14,10123664,Asia
Nepal,NPL,1965,,0.28,11173411,Asia
Nepal,NPL,1970,,0.52,12436191,Asia
Nepal,NPL,1975,,0.75,13870692,Asia
Nepal,NPL,1980,,1.04,15553106,Asia
Nepal,NPL,1981,21,,15922422,Asia
Nepal,NPL,1985,,1.86,17477694,Asia
Nepal,NPL,1990,,2.58,19524579,Asia
Nepal,NPL,1991,33,,20036507,Asia
Nepal,NPL,1995,,2.76,22245443,Asia
Nepal,NPL,2000,,3.13,24546509,Asia
Nepal,NPL,2001,49,,24946755,Asia
Nepal,NPL,2005,,3.74,26309462,Asia
Nepal,NPL,2010,,4.44,27341955,Asia
Nepal,NPL,2011,60,,27464499,Asia
Nepal,NPL,2015,,5.44,27823631,Asia
Nepal,NPL,2016,65.50101,,27955471,Asia
Nepal,NPL,2019,68.7125,,28414066,Asia
Nepal,NPL,2020,,6.19,28966580,Asia
Netherlands,NLD,1475,17,,1086367,Europe
Netherlands,NLD,1550,12,,1543183,Europe
Netherlands,NLD,1650,53,,2000000,Europe
Netherlands,NLD,1750,85,,2163333,Europe
Netherlands,NLD,1870,,2.94,3614507,Europe
Netherlands,NLD,1875,,3.01,3818059,Europe
Netherlands,NLD,1880,,3.11,4040346,Europe
Netherlands,NLD,1885,,3.2,4278108,Europe
Netherlands,NLD,1890,,3.28,4533266,Europe
Netherlands,NLD,1895,,3.37,4823360,Europe
Netherlands,NLD,1900,,3.46,5140189,Europe
Netherlands,NLD,1905,,3.63,5510433,Europe
Netherlands,NLD,1910,,3.8,5914229,Europe
Netherlands,NLD,1915,,3.99,6357392,Europe
Netherlands,NLD,1920,,4.16,6834137,Europe
Netherlands,NLD,1925,,4.35,7334781,Europe
Netherlands,NLD,1930,,4.5,7859443,Europe
Netherlands,NLD,1935,,4.73,8351461,Europe
Netherlands,NLD,1940,,4.95,8868956,Europe
Netherlands,NLD,1945,,5.14,9459164,Europe
Netherlands,NLD,1950,98.5,6.14,10113759,Europe
Netherlands,NLD,1955,,6.2,10751231,Europe
Netherlands,NLD,1960,,6.25,11486909,Europe
Netherlands,NLD,1965,,7.49,12301136,Europe
Netherlands,NLD,1970,,8.48,13052082,Europe
Netherlands,NLD,1975,,9.28,13680033,Europe
Netherlands,NLD,1980,,9.87,14162686,Europe
Netherlands,NLD,1985,,10.22,14538958,Europe
Netherlands,NLD,1990,,10.59,15030886,Europe
Netherlands,NLD,1995,,10.88,15565034,Europe
Netherlands,NLD,2000,,11.14,16058757,Europe
Netherlands,NLD,2005,,11.15,16465707,Europe
Netherlands,NLD,2010,,11.71,16771232,Europe
Netherlands,NLD,2015,,11.74,17107429,Europe
Netherlands,NLD,2020,,11.82,17636732,Europe
Netherlands Antilles,ANT,1950,72.5,,110189,North America
New Caledonia,NCL,1950,37.5,,63807,Oceania
New Caledonia,NCL,1976,91,,142105,Oceania
New Caledonia,NCL,1989,93,,172043,Oceania
New Caledonia,NCL,1996,96,,205048,Oceania
New Zealand,NZL,1870,,3.58,288500,Oceania
New Zealand,NZL,1875,,3.47,389958,Oceania
New Zealand,NZL,1880,,3.62,510014,Oceania
New Zealand,NZL,1885,,3.86,587658,Oceania
New Zealand,NZL,1890,,4.12,662272,Oceania
New Zealand,NZL,1895,,4.35,731648,Oceania
New Zealand,NZL,1900,,4.5,809099,Oceania
New Zealand,NZL,1905,,4.68,917106,Oceania
New Zealand,NZL,1910,,5.04,1037814,Oceania
New Zealand,NZL,1915,,5.48,1136447,Oceania
New Zealand,NZL,1920,,5.87,1239349,Oceania
New Zealand,NZL,1925,,6.31,1358344,Oceania
New Zealand,NZL,1930,,6.84,1481347,Oceania
New Zealand,NZL,1935,,7.57,1559205,Oceania
New Zealand,NZL,1940,,7.95,1638415,Oceania
New Zealand,NZL,1945,,8.31,1763050,Oceania
New Zealand,NZL,1950,98.5,9.34,1911265,Oceania
New Zealand,NZL,1955,,9.67,2139674,Oceania
New Zealand,NZL,1960,,10.12,2379482,Oceania
New Zealand,NZL,1965,,10.18,2636493,Oceania
New Zealand,NZL,1970,,11.17,2822184,Oceania
New Zealand,NZL,1975,,12.03,3094039,Oceania
New Zealand,NZL,1980,,11.81,3146325,Oceania
New Zealand,NZL,1985,,11.81,3268030,Oceania
New Zealand,NZL,1990,,11.69,3396981,Oceania
New Zealand,NZL,1995,,11.81,3674434,Oceania
New Zealand,NZL,2000,,11.98,3857576,Oceania
New Zealand,NZL,2005,,12,4135002,Oceania
New Zealand,NZL,2010,,11.12,4347766,Oceania
New Zealand,NZL,2015,,10.91,4614035,Oceania
New Zealand,NZL,2020,,10.81,5069895,Oceania
Nicaragua,NIC,1870,,0.16,359284,North America
Nicaragua,NIC,1875,,0.2,385092,North America
Nicaragua,NIC,1880,,0.25,414091,North America
Nicaragua,NIC,1885,,0.31,445183,North America
Nicaragua,NIC,1890,,0.38,478516,North America
Nicaragua,NIC,1895,,0.46,514246,North America
Nicaragua,NIC,1900,,0.86,553531,North America
Nicaragua,NIC,1905,,1.01,602367,North America
Nicaragua,NIC,1910,,1.09,656534,North America
Nicaragua,NIC,1915,,1.17,715547,North America
Nicaragua,NIC,1920,,1.28,769730,North America
Nicaragua,NIC,1925,,1.41,797440,North America
Nicaragua,NIC,1930,,1.48,828973,North America
Nicaragua,NIC,1935,,1.5,908456,North America
Nicaragua,NIC,1940,,1.52,1008702,North America
Nicaragua,NIC,1945,,1.54,1154785,North America
Nicaragua,NIC,1950,37.5,1.54,1331445,North America
Nicaragua,NIC,1955,,1.83,1536247,North America
Nicaragua,NIC,1960,,2.19,1782371,North America
Nicaragua,NIC,1965,,2.61,2072687,North America
Nicaragua,NIC,1970,,3.07,2423065,North America
Nicaragua,NIC,1975,,3.38,2816947,North America
Nicaragua,NIC,1980,,3.84,3252404,North America
Nicaragua,NIC,1985,,4.21,3706480,North America
Nicaragua,NIC,1990,,4.64,4162566,North America
Nicaragua,NIC,1995,,5.19,4642933,North America
Nicaragua,NIC,2000,,5.7,5022636,North America
Nicaragua,NIC,2001,77,,5087827,North America
Nicaragua,NIC,2005,78,6.28,5342108,North America
Nicaragua,NIC,2010,,6.82,5737451,North America
Nicaragua,NIC,2015,,7.25,6149417,North America
Nicaragua,NIC,2020,,7.76,6565267,North America
Niger,NER,1870,,0.01,1095798,Africa
Niger,NER,1875,,0.01,1129354,Africa
Niger,NER,1880,,0.01,1164495,Africa
Niger,NER,1885,,0.01,1200593,Africa
Niger,NER,1890,,0.01,1237673,Africa
Niger,NER,1895,,0.01,1275761,Africa
Niger,NER,1900,,0.01,1320431,Africa
Niger,NER,1905,,0.01,1403107,Africa
Niger,NER,1910,,0.01,1494234,Africa
Niger,NER,1915,,0.01,1573259,Africa
Niger,NER,1920,,0.07,1649641,Africa
Niger,NER,1925,,0.12,1762234,Africa
Niger,NER,1930,,0.16,1887949,Africa
Niger,NER,1935,,0.24,2015064,Africa
Niger,NER,1940,,0.27,2154703,Africa
Niger,NER,1945,,0.3,2338794,Africa
Niger,NER,1950,,0.33,2597818,Africa
Niger,NER,1955,,0.35,3035284,Africa
Niger,NER,1960,,0.38,3505056,Africa
Niger,NER,1965,,0.4,4049700,Africa
Niger,NER,1970,,0.45,4650272,Africa
Niger,NER,1975,,0.53,5317022,Africa
Niger,NER,1980,,0.67,6135968,Africa
Niger,NER,1985,,0.85,7118457,Africa
Niger,NER,1990,,1.08,8286066,Africa
Niger,NER,1995,,1.28,9714537,Africa
Niger,NER,2000,,1.43,11509634,Africa
Niger,NER,2001,14,,11920648,Africa
Niger,NER,2005,29,1.62,13756192,Africa
Niger,NER,2010,,1.95,16548833,Africa
Niger,NER,2012,31,,17836770,Africa
Niger,NER,2015,,2.44,19939496,Africa
Niger,NER,2018,33.04745,,22188074,Africa
Niger,NER,2020,,3.04,23717615,Africa
Niger,NER,2022,35.60971,,25311978,Africa
Nigeria,NGA,1950,12.5,,37283019,Africa
Nigeria,NGA,1991,55,,99720161,Africa
Nigeria,NGA,2003,55,,137202646,Africa
Nigeria,NGA,2006,70,,149077335,Africa
Nigeria,NGA,2016,58.22134,,195443698,Africa
Nigeria,NGA,2021,63.15554,,218529286,Africa
Niue,NIU,1950,92.5,,4519,Oceania
Norfolk Island,NFK,1950,87.5,,,Oceania
North America,,1870,,3.1278112,60513811,
North America,,1875,,3.4040174,66473510,
North America,,1880,,3.692345,73115785,
North America,,1885,,3.9573724,80404307,
North America,,1890,,4.296774,88308229,
North America,,1895,,4.6304483,96004933,
North America,,1900,,5.053666,104337584,
North America,,1905,,5.3952208,114133852,
North America,,1910,,5.5218935,124592192,
North America,,1915,,5.7553234,133287590,
North America,,1920,,5.98306,142526443,
North America,,1925,,6.2986856,153498078,
North America,,1930,,6.591194,164924575,
North America,,1935,,6.941778,173493832,
North America,,1940,,7.1887546,182823179,
North America,,1945,,7.319295,198431553,
North America,,1950,,7.125827,222818942,
North America,,1955,,7.4090323,244056556,
North America,,1960,,7.7720666,269079991,
North America,,1965,,8.32887,297056448,
North America,,1970,,8.813773,323225990,
North America,,1975,,9.3201685,349224556,
North America,,1980,,9.833687,374396450,
North America,,1985,,10.047129,400471527,
North America,,1990,,10.354489,427527970,
North America,,1995,,10.70915,457858573,
North America,,2000,,11.041485,485805117,
North America,,2005,,11.279681,513798980,
North America,,2010,,11.529182,543593308,
North America,,2015,,11.672196,572637322,
North America,,2020,,11.858304,598250669,
North America (WB),,2003,98.61992,,,
North America (WB),,2004,98.63156,,,
North America (WB),,2005,98.64237,,,
North America (WB),,2006,98.65695,,,
North America (WB),,2007,98.66643,,,
North America (WB),,2008,98.68658,,,
North America (WB),,2017,98.75348,,,
North America (WB),,2018,98.75979,,,
North America (WB),,2019,98.76517,,,
North America (WB),,2020,98.77029,,,
North America (WB),,2021,98.77717,,,
North America (WB),,2022,98.77941,,,
North Korea,PRK,2008,100,,24764620,Asia
North Macedonia,MKD,1994,94,,1992669,Europe
North Macedonia,MKD,2002,96,,2074482,Europe
Northern Africa and Western Asia (SDG),,1976,54.3411,,,
Northern Africa and Western Asia (SDG),,1977,54.78078,,,
Northern Africa and Western Asia (SDG),,1978,55.29722,,,
Northern Africa and Western Asia (SDG),,1979,55.67316,,,
Northern Africa and Western Asia (SDG),,1980,56.26776,,,
Northern Africa and Western Asia (SDG),,1981,56.8871,,,
Northern Africa and Western Asia (SDG),,1982,57.57365,,,
Northern Africa and Western Asia (SDG),,1983,57.84152,,,
Northern Africa and Western Asia (SDG),,1984,59.73399,,,
Northern Africa and Western Asia (SDG),,1985,60.46863,,,
Northern Africa and Western Asia (SDG),,1986,61.20571,,,
Northern Africa and Western Asia (SDG),,1987,61.92454,,,
Northern Africa and Western Asia (SDG),,1988,62.71324,,,
Northern Africa and Western Asia (SDG),,1989,63.37794,,,
Northern Africa and Western Asia (SDG),,1990,64.19637,,,
Northern Africa and Western Asia (SDG),,1991,65.00349,,,
Northern Africa and Western Asia (SDG),,1992,65.77178,,,
Northern Africa and Western Asia (SDG),,1993,66.33577,,,
Northern Africa and Western Asia (SDG),,1994,67.05767,,,
Northern Africa and Western Asia (SDG),,1995,67.79916,,,
Northern Africa and Western Asia (SDG),,1996,68.66977,,,
Northern Africa and Western Asia (SDG),,1997,69.50703,,,
Northern Africa and Western Asia (SDG),,1998,70.41439,,,
Northern Africa and Western Asia (SDG),,1999,71.24101,,,
Northern Africa and Western Asia (SDG),,2000,72.16486,,,
Northern Africa and Western Asia (SDG),,2001,73.03478,,,
Northern Africa and Western Asia (SDG),,2002,73.83571,,,
Northern Africa and Western Asia (SDG),,2003,75.93867,,,
Northern Africa and Western Asia (SDG),,2004,76.60167,,,
Northern Africa and Western Asia (SDG),,2005,77.18137,,,
Northern Africa and Western Asia (SDG),,2006,75.35314,,,
Northern Africa and Western Asia (SDG),,2007,76.0082,,,
Northern Africa and Western Asia (SDG),,2008,76.72649,,,
Northern Africa and Western Asia (SDG),,2009,76.07653,,,
Northern Africa and Western Asia (SDG),,2010,76.8703,,,
Northern Africa and Western Asia (SDG),,2011,78.47644,,,
Northern Africa and Western Asia (SDG),,2012,79.18889,,,
Northern Africa and Western Asia (SDG),,2013,79.80632,,,
Northern Africa and Western Asia (SDG),,2014,80.18829,,,
Northern Africa and Western Asia (SDG),,2015,80.74607,,,
Northern Africa and Western Asia (SDG),,2016,79.70249,,,
Northern Africa and Western Asia (SDG),,2017,80.08974,,,
Northern Africa and Western Asia (SDG),,2018,80.34868,,,
Northern Africa and Western Asia (SDG),,2019,80.59253,,,
Northern Africa and Western Asia (SDG),,2020,80.83071,,,
Northern Africa and Western Asia (SDG),,2021,81.11396,,,
Northern Africa and Western Asia (SDG),,2022,81.32228,,,
Northern Africa and Western Asia (SDG),,2023,81.52536,,,
Norway,NOR,1870,,4.2,1739532,Europe
Norway,NOR,1875,,4.44,1828260,Europe
Norway,NOR,1880,,4.66,1916359,Europe
Norway,NOR,1885,,4.89,1962737,Europe
Norway,NOR,1890,,5.1,2011552,Europe
Norway,NOR,1895,,5.4,2117605,Europe
Norway,NOR,1900,,5.7,2232623,Europe
Norway,NOR,1905,,6.06,2315246,Europe
Norway,NOR,1910,,6.36,2399597,Europe
Norway,NOR,1915,,6.62,2518725,Europe
Norway,NOR,1920,,6.54,2642453,Europe
Norway,NOR,1925,,6.75,2733298,Europe
Norway,NOR,1930,,6.91,2820108,Europe
Norway,NOR,1935,,7.04,2903294,Europe
Norway,NOR,1940,,7.19,2994493,Europe
Norway,NOR,1945,,7.34,3131436,Europe
Norway,NOR,1950,98.5,7.43,3265199,Europe
Norway,NOR,1955,,7.45,3428532,Europe
Norway,NOR,1960,,7.53,3581119,Europe
Norway,NOR,1965,,7.96,3723173,Europe
Norway,NOR,1970,,8.47,3875351,Europe
Norway,NOR,1975,,8.77,4007368,Europe
Norway,NOR,1980,,9.32,4085603,Europe
Norway,NOR,1985,,10.16,4152399,Europe
Norway,NOR,1990,,10.79,4241440,Europe
Norway,NOR,1995,,11.31,4358991,Europe
Norway,NOR,2000,,11.56,4490864,Europe
Norway,NOR,2005,,11.91,4623120,Europe
Norway,NOR,2010,,11.65,4889160,Europe
Norway,NOR,2015,,12.11,5189777,Europe
Norway,NOR,2020,,12.08,5379275,Europe
Oceania,,2015,,10.736295,40615015,
Oceania,,2020,,10.736105,44079305,
Oceania (excluding Australia and New Zealand) (SDG),,1994,63.83721,,,
Oceania (excluding Australia and New Zealand) (SDG),,1995,63.73516,,,
Oceania (excluding Australia and New Zealand) (SDG),,1996,64.12549,,,
Oceania (excluding Australia and New Zealand) (SDG),,1997,64.51518,,,
Oceania (excluding Australia and New Zealand) (SDG),,1998,64.89708,,,
Oceania (excluding Australia and New Zealand) (SDG),,1999,65.18096,,,
Oceania (excluding Australia and New Zealand) (SDG),,2000,65.35132,,,
Oceania (excluding Australia and New Zealand) (SDG),,2001,65.67382,,,
Oceania (excluding Australia and New Zealand) (SDG),,2002,65.98396,,,
Oceania (excluding Australia and New Zealand) (SDG),,2003,66.2849,,,
Oceania (excluding Australia and New Zealand) (SDG),,2004,66.58231,,,
Oceania (excluding Australia and New Zealand) (SDG),,2005,66.86126,,,
Oceania (excluding Australia and New Zealand) (SDG),,2006,67.13211,,,
Oceania (excluding Australia and New Zealand) (SDG),,2007,67.3978,,,
Oceania (excluding Australia and New Zealand) (SDG),,2008,67.65311,,,
Oceania (excluding Australia and New Zealand) (SDG),,2009,67.89148,,,
Oceania (excluding Australia and New Zealand) (SDG),,2010,68.12718,,,
Oceania (excluding Australia and New Zealand) (SDG),,2011,68.01376,,,
Oceania (excluding Australia and New Zealand) (SDG),,2012,67.90237,,,
Oceania (excluding Australia and New Zealand) (SDG),,2013,67.79107,,,
Oceania (excluding Australia and New Zealand) (SDG),,2017,67.29137,,,
Oceania (excluding Australia and New Zealand) (SDG),,2018,67.18698,,,
